competency_id,competency,,Domaine ,Description,BlockID,BlockName,isIT
,"visual indicators used in aviation activities
visual indicators used in aviation
visual aid systems used in airport operations
visual indicators used in aviation operations
visual indicators in airports
airport visual aid systems
airport visual aids
visual aid systems used in airports
visual indicators for airport operations
visual aids in airports",,,"The correct use of visual aid systems in airports, the aim of which is to facilitate the safe operation of aircraft.",,,
,"regulatory framework for blockchain
legal guidance for blockchain
legal regulations for blockchain",,,"Key legal regulations around the blockchain, both existing and emerging ones. In Europe, regulations around the Digital Euro and Crypt-Assets, as well as the Pan-European blockchain regulatory sandbox are considered most essential.",,,
,"comprehend written Belarusian
understand Belarusian writing
interpret written Belarusian
make sense of written Belarusian
read Belarusian",,,Read and comprehend written texts in Belarusian.,,,
,"make use of typesetting software
utilise typesetting software
using typesetting software
employ typesetting software",,,Use specialised computer programs to arrange the type of texts and images to be printed.,,,
,"use IT systems for a commercial purpose
handle IT systems for commercial purposes
adopt IT systems for commercial purposes
use an IT system for commercial purposes
operate IT systems for commercial purposes
apply IT systems for commercial purposes
using IT systems for commercial purposes",,,Convey and communicate data and make commercial decisions by using internal and external IT-systems where appropriate.,,,
,"herbicide sprayers
herbicides sprayer
weed killer sprayers
sprayers for herbicides",,,"Types of equipment used to spray herbicides on a surface, used both manually and mechanically.",,,
,micro-economics,,,"The economic field that studies the behaviour and interactions between specific actors of the economy, namely consumers and firms. It is the field that analyses the decision-making process of individuals and the factors that influence purchasing decisions.",,,
,"mix etching chemicals
prepare chemicals for etching
combine chemical solutions for etching
prepare chemicals to etch",,,"Prepare etching chemicals according to formulas, mixing solutions of specified concentration.",,,
,"humanitarian help actors
disaster relief actors
disaster relief workers
humanitarian aid workers
humanitarian aid representatives
humanitarian relief actors",,,"Stakeholders and organisations involved in deploying humanitarian aid in emergency cases such as natural disasters, war or any other environmental calamity. Such actors can represent local, national, sectorial or international organisations dealing with relief work in third world countries.",,,
,"adjust paper cutters
modify paper cutter
tweak paper cutter
adapt paper cutter
change paper cutter
adjusting paper cutter",,,"Turn hand screws on the paper cutter to tighten the paper guide, which holds sheets, stamps, and labels in position.",,,
,"write reports about emergency cases
produce documentation on emergency cases
document emergency cases
write documentation on emergency cases
write reports on emergency patients",,,"Record the patient`s condition or injury from the start of the takeover in the ambulance, the treatment provided, and reactions to drugs and treatment.",,,
,"integrate relevant technical skills to perform at the highest level in sport
implementing relevant technical skills to perform at the highest level in sport
utilise relevant technical skills to perform at the highest level in sport
implement relevant technical skills for high level performance in sport
implement relevant technical skills to perform at the highest level in sports",,,"Identify the technical demands and work with coaching/supporting team (e.g. coaches, physiotherapist, nutritionist, psychologist) to implement an adapted programme to achieve the targeted highest level performance.",,,
,"technologies for textile materials
technologies for textile
textile production technologies
textile materials technologies
textile material production technologies",,,"Textile technologies to design, manufacture and evaluate the properties of textiles.",,,
,"use of hand tools
use a hand tool
handle hand tools
utilise hand tools
handle battery equipment and tools
operate hand tools
apply hand tools",,,"Utilize tools that are powered by hand, such as screwdrivers, hammers, pliers, drills and knives to manipulate materials and help create and assemble various products.",,,
,"finalize barrels
complete barrels
finishing barrels
finish barrel",,,"Pour water into the barrel to let it cool, replace working hoops with permanent iron hoops using manual techniques and machines, drill a hole on the side and plug it. Fix fittings such as taps and valves if required.",,,
,"consider ergonomic elements of urban transportation
consider urban transportation ergonomics
consider ergonomic aspects of urban transport
consider ergonomic elements of urban transport
assess the ergonomic qualities of urban transportation
analyse ergonomic qualities of urban transport infrastructure
analyse ergonomic aspects of urban transportation
assess how ergonomics could improve urban transport user experiences
assess ergonomic qualities of urban transport infrastructure
evaluate ergonomic aspects of urban transport infrastructure
consider urban transport ergonomics",,,"Consider ergonomic aspects of urban transportation systems, affecting both passengers and drivers. Analyse criteria such as access to entrances, exits, and stairs of transport units, ease of displacement within the unit, access to seats, seat space for the user, form and material composition of the seats and the backrests, and the distribution of seats.",,,
,academic English language,,,The English language that is used in academic research and universities courses.,,,
,"environment and its impact on tourism
environmental impact of travel activities
effects of the environment on tourism
impact of environment on tourism",,,The study of the environmental impact of travel and tourist activities on tour destinations.,,,
,"morals
ethics
integrity
moral
honour
decency",,,"The principles and beliefs derived from a code of conduct, accepted by a large group of people, that make the distinction between what is right and wrong behaviour.",,,
,"giving theory lessons to pilots
teaching theory to pilots
teach theory lessons to pilots
lead theory lessons for pilots
gives theory lessons to pilots
provide theory lessons to pilots",,,"Instruct futures pilots on flight-related theoretical subjects such as the aircraft structure, the principles of flight, the flight controls and instruments, weather theory, and air law.",,,
,"automated optical inspection machine operating
operating automated optical inspection machine
automated optical inspection machine tending
tend automated optical inspection machine
tending automated optical inspection machine",,,"Inspect the quality of assembled printed circuit boards (PCB) or surface-mount devices (SMD) through operating the automated optical inspection machine. During each test, dozens of images are captured with a special camera and compared to previous assembled boards.",,,
,"collect healthcare users' general data
gather health care users' general data
collect health care user's general data
obtain healthcare users' general data
gather healthcare user's general data",,,Collect qualitative and quantitative data related to the healthcare user's anagraphic data and provide support on filling out the present and past history questionnaire and record the measures/tests performed by the practitioner.,,,
,"complete project within budget
finish projects within budget
finishing project within budget
carry out project within budget
finalize project within budget",,,Make sure to stay within budget. Adapt work and materials to budget.,,,
,"note down healthcare users' billing informations
note down healthcare users' invoicing information
write down healthcare users' invoicing information
note down healthcare users' billing information
report healthcare users' invoicing information
record healthcare users' payment information
record healthcare users' invoicing information
record healthcare users' billing data
record healthcare users' invoicing informations
write down healthcare users' billing information
record healthcare users' invoice data",,,Record the healthcare user`s information for the billing of provided medical services.,,,
,"coordinate manufacturing processes
organise manufacturing processes
determine manufacturing processes
manage production processes
plan a manufacturing process
prepare production processes
arrange manufacturing processes",,,Determine and schedule production and assembly steps. Plan manpower and equipment needs taking ergonomic considerations into account.,,,
,"organise auditioning
arrange auditions
plan auditions
schedule auditions
arranging auditions
book auditions
organising auditions
oversee auditions
organize auditions
organise audition",,,"Organise try-outs for actors. Determine when and where the auditions will take place. Send out job ads to talent agencies, newspapers, magazines, and other information sources.",,,
,use visual programming,,,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality.",,,
,"develop voyage scenario
plot shipping voyage
utilise specialised software to develop a shipping itinerary
develop travel plans
develop journey plans
create itineraries
use specialised equipment and software to develop a shipping itinerary
plot shipping journey
plot shipping journey through use of specialist equipment and software",,,Develop a total journey scenario using equipment and specialised software. Plot multiple port voyages while optimising utilisation of cargo space and ship capacity throughout the entire voyage.,,,
,"competent in Luxembourgish
ability to comprehend spoken and written Luxembourgish and to speak and write in Luxembourgish",,,The Luxembourgish language.,,,
,"factory lacquer
factory enamel
industrial lacquer
industrial emulsion
industrial enamel
workshop varnish
factory paint
workshop emulsion
industrial varnish",,,"The various kinds of paint used as coating in manufacturing finishing processes, such as primers, intermediate coats, finish coats, stripe coats, and others.",,,
,"the wall and floor coverings industry
wall and floor coverings business
wall and floor coverings trader
wall and floor coverings manufacture
wall and floor coverings industries
wall and floor covering industry
wall and floor coverings company",,,"Brands, suppliers and different materials available on the market in the wall and floor coverings industry.",,,
,"commit to intercultural awareness
commit to multi cultural awareness
demonstrate multi cultural awareness
evidence intercultural awareness
evidence multi cultural awareness
demonstrate intercultural awareness",,,"Show sensibility towards cultural differences by taking actions which facilitate positive interaction between international organisations, between groups or individuals of different cultures, and to promote integration in a community.",,,
,"ensuring mold core uniformity
overseeing mold core uniformity
ensuring mould core uniformity
ensure mold core uniformity
ensure mould core uniformity
oversee core uniformity
ensuring core uniformity
oversee mold core uniformity
overseeing mould core uniformity
oversee mould core uniformity
overseeing core uniformity",,,Oversee uniformity of cores; use casting machinery and equipment and tools such as a hand press.,,,
,"clean surface for painting
painting surface cleaning
cleaning surface for painting
painting surface preparation
surface cleaning for painting
preparing surface for painting
preparation of surface for painting
cleaning of surface for painting
surface preparation for painting",,,"Make sure the surface to be painted is free of scratches and dents. Assess the porosity of the wall and the need for coating. Remove any grease, dirt, moisture and traces of previous coverings.",,,
,"management of drilling contract
managing drilling and service contracts
management of drilling and service contracts
drilling and service contracts management
managing of drilling contract
drilling and service contract management
manage drilling and service contracts
manage drilling and service contract
manage drilling contract
managing drilling contract
managing drilling and service contract
managing of drilling contracts
managing of drilling and service contracts
management of drilling and service contract
management of drilling contracts
managing of drilling and service contract
drilling contract management
managing drilling contracts
drilling contracts management",,,"Establish and manage drilling contracts between well operators and drilling contractors, which specify the nature, duration, fees and other characteristics of the cooperation between the organisations.",,,
,"guiding of drill pipes
guiding drill pipes
drill pipe direction
direction of drill pipe
direct drill pipe
guidance of drill pipe
drill pipes guidance
directing drill pipe",,,Guide drill pipe in and out of elevators.,,,
,"cost oversight
cost optimisation
cost monitoring
managing cost
cost managing
cost supervision
managing costs",,,"The process of planning, monitoring and adjusting the expenses and revenues of a business in order to achieve cost efficiency and capability.",,,
,"execute eye examinations
perform comprehensive eye-examinations
perform comprehensive examination of the eye
perform comprehensive eye examination
perform comprehensive examination of the eyes
carry out comprehensive eye examinations",,,"Undertake comprehensive eye examinations to determine prescription needs or diagnose disease or abnormalities. Some of the methods for this are cover tests, color blindness tests, and pupil dilation.",,,
,"perform private transport services
supply individual transportation services
conduct private transport service activities
supply services in private transportation
conduct private transportation service activities
carry out private transport services
provide private transportation services
supply personalised transportation services
perform private transportation services
undertake personalised transportation services
carry out private transportation services",,,Perform private transport services ensuring compliance with all applicable requirements. Ensure that consideration is given to the performance of this work with the aim of providing the best possible service to clients.,,,
,"voice techniques
vocal procedures
vocal practices
vocal technique
vocal methods",,,The various techniques for using your voice correctly without exhausting or damaging it when changing voice in tone and volume.,,,
,"detect engine malfunctions
discover engine malfunctions
identify and address engine malfunctions
carry out damage control actions for engine malfunctions
perform damage control actions for engine malfunctions
recognise engine malfunctions
recognise malfunctions in engines
discover malfunctions in engines
protect engines from damage caused by malfunctions",,,Detect and effectively respond to machinery malfunctions. Take actions in order to prevent material damage. Practice damage control.,,,
,"geodetic studies
the study of geodetics",,,"The scientific discipline that combines applied mathematics and earth sciences in order to measure and represent the Earth. It studies phenomena such as gravitational fields, polar motion, and tides.",,,
,cultural geography studies,,,"The subfield of geography that deals with the cultural values and artefacts of people, as well as the cultural diversity of the society. It studies how cultural aspects relate to the places where they originate and their diffusion through different areas.",,,
,create game development framework,,,Create a virtual software framework that abstracts the details of doing common game-related tasks.,,,
,"work with supporting team in community arts program
encourage supporting team working in community arts programme
work with the community arts programme supporting team
work with the team supporting the community arts programme
collaborate with supporting team for community arts programme",,,"Encourage mutual exchange of knowledge and maintain motivation of workers supporting your community arts programme, whether they are paid staff or volunteers. Recognise support given and evaluate its effectiveness throughout the program.",,,
,"installing organs
put in organs
institute organs
place organs
install an organ
build organs",,,"Assemble, install and tune the organ according to the accoustical characteristics of its final location.",,,
,"types of WEC
WEC
wave energy converters",,,"Different types of devices to exploit wave power, such as point absorber buoys, surface attenuators, oscillating wave surge converters, overtopping devices, or submerged pressure differential converters.",,,
,"monitoring building security
oversee building security
monitor buildings security
keep track of building security
monitor security of building",,,"Check on a regular basis that the building's doors, windows, and locks are properly and securely closed and that no hazards are likely to happen.",,,
,"supervise operations in healthcare institutions
oversee operations in medical institutions
maintain operations in medical institutions
administer operations in medical institutions
oversee operations in healthcare institutions
administer operations in healthcare institutions
maintain operations in healthcare institutions
supervise operations in medical institutions",,,"Plan, organise and monitor the workflow in institutions providing of medial care to individuals such as hospitals, rehabilitation facilities or elderly care institutions.",,,
,"match lyrics to moods of melody
match lyrics to mood of melodies
harmonise lyrics to mood of melody
select lyrics for mood of melody
choose lyrics for mood of melody",,,Match the lyrics to the melody and the emotions that are conveyed.,,,
,"organise kiln schedules
preparing kiln schedules
prepare kiln schedule
arrange kiln schedules
plan kiln schedules
write kiln schedules",,,"Prepare kiln schedules, which consist of predetermining a set of temperatures and humidity conditions for different periods or stages of drying.",,,
,"perform tests for allergenic reactions
test for allergies
perform diagnostic tests for allergies
employ diagnostic testing for allergies
carry out diagnostic testing for allergies
perform diagnostic allergenic testing",,,"Perform diagnostic testing for allergies to drugs, vaccines, or other substances used in medicinal treatment.",,,
,"provide transport equipment's interior pieces with coverings
supply transport equipment's interior parts with stuffing
furnish transport equipment interior pieces
cover transport equipment's interior parts
upholster interior pieces of transport equipment
upholster transport equipments interior pieces",,,Upholster seats and other transport equipment interior pieces by using hand and power tools.,,,
,"identify mental health disorders
identify mental health problems
recognise mental health issues
discern mental health issues
identify mental health conditions
identify mental health illnesses",,,Recognise and critically evaluate any possible mental health/illness issues.,,,
,"total predictive maintenance
predictive and preventative maintenance
predictive models for maintenance
predictive maintenance techniques
PdM",,,The use of data analytics and mathematical calculation to manage and monitor the conditions of machines and production processes.,,,
,"bushings checking
check bushings
bushings monitoring
monitoring bushings
checking bushings
bushing monitoring
bushing checking",,,Monitor the machines to detect any defects or malfunctioning such as defective binder applicators or clogged bushings.,,,
,"be involved in civic activities
perform community work
do neighbouring activity
demonstrate active citisenship",,,"Actively engage in activities for the common or public interest such as civic, community or neighbourhood initiatives, volunteering opportunities and non-governmental organisations.",,,
,"make-up
face products
facial products",,,The various types of substances used to enhance the appearance of the human body.,,,
,"migration statutes
migration rules
migration regulation
immigration statutes
migration law
immigration regulation
immigration rules",,,The regulations to follow to ensure compliance during investigations or advice in immigration cases and file handling.,,,
,"verbally interact in Belarusian
speak Belarusian
communicate verbally in Belarusian",,,Communicate orally in Belarusian.,,,
,"typology of toilets
types of toilet
kinds of toilet
sorts of toilet
toilet types
characteristics of toilets
range of toilets",,,"Different types of toilets and toilet cisterns, their aesthetic and functional aspect, their specific needs in installation and maintenance, and their price points.",,,
,"install handrails
fixing of handrail
handrail fixing
fitting handrail
installing handrails
installing of handrails
installation of handrails
installation of handrail
fixing of handrails
fitting handrails
handrail installation
fitting of handrail
installing handrail
fitting of handrails
installing of handrail
fit handrails",,,Install handrails on stairs or balustrades. Firmly anchor the handrail onto newel posts or directly to the floor.,,,
,"analyse library user's queries
analysing library users' queries
monitor library users' queries
review library users' queries
analyze library users' queries
examine library users' queries",,,Analyse library users' requests to determine extra information. Assist in furnishing and locating that information.,,,
,"manage technical operating information for vehicles
process technical information documents for vehicles
process technical operating documents for vehicles
gather and process technical information documents for vehicles
organize technical operating information for vehicles
gather and process technical information for vehicles
arrange technical operating information for vehicles
arrange vehicle technical operating information
organise vehicle technical operating information
manage vehicle technical operating information",,,Gather and process technical information documents such as vendor manuals.,,,
,"assemble health and safety resources
gather health and safety materials
compile health and safety resources
assembling health and safety resources
assemble resources of health and safety",,,Make sure the first aid kit is available and fully equipped in cultural venues and facilities. Identify available resources and services applied to the cultural sector. Inform the artistic team of available health and safety resources and services.,,,
,"categories of paper
type of paper
sorts of paper
varieties of paper
kinds of paper",,,"The different criteria used to determine differences in paper types such as coarseness and thickness, and the different fabrication methods and wood types from which the types of paper stem.",,,
,"provide information on legal aspects of presented medical device
inform about legal aspects of medical devices presented
inform about legal aspects of medical device presented
inform staff of legal aspects of medical devices
provide information on legal aspects of presented medical devices",,,"Provide the healthcare staff with information about the clinical tests undertaken on a specific medical device, the legal documentation concerning its marketability and sales activity and provide any documentation in support of this.",,,
,"provide information on rail company services
help customers understanding rail company product range
instruct customers on the product range of railway companies
recommend services provided by railway companies
help customers with rail company products
advise on rail company services
advise on the product range of railway companies
recommend services provided by rail companies
recommend products of railway companies",,,Know the product range of railway companies and use that knowledge in order to provide assistance to customers with problems or queries.,,,
,"detect bias
distinguish fact from opinion
weigh information
evaluate important information
assess facts
check facts
critically evaluate information and its sources
evaluating information
evaluate information and its sources
assess information
assess processes
apply critical thinking
review information
verify information
assess opinions
evaluate facts
consider alternative views
evaluate opinions
evaluate truth",,,Make and defend judgements based on internal evidence and external criteria. Critically evaluate the credibility and reliability of information before using or passing it on to others. Develop independent and critical thinking.,,,
,"maintain relationship with animal welfare establishment
collaborate with animal welfare establishments
ensure good relations to animal welfare establishments",,,Ensure good relations with other animal welfare establishments and agencies.,,,
,"bead setter tending
tend bead setter
bead setter operating
tending bead setter
operating bead setter",,,Operate bead setter by activating them in order to press into plies the prefabricated beads.,,,
,"record information
record clues
record testimony
document information
document witness statements
document testimony
record witness statements
document clues",,,"Document all evidence found on a crime scene, during an investigation, or when presented in a hearing, in a manner compliant with regulations, to ensure that no piece of evidence is left out of the case and that records are maintained.",,,
,"use on-board vehicle computer systems
utilise on-board computer systems
carry out on-board vehicle computer operations
perform on-board vehicle computer operations
execute on-board vehicle computer operations
perform operations using on-board computer systems
conduct operations using on-board computer systems
use on-board computer systems
utilise on-board vehicle computer systems
operate on-board vehicle computer systems",,,Operate on-board computer systems in heavy trucks and vehicles; communicate with yard management computer system.,,,
,"conduct airport vehicle checks
check performance of essential components of airport vehicles
assess functionality of essential components of airport vehicles
check functionality of essential airport vehicle components
assess functionality of airport vehicle components
undertake checks on essential vehicle components
check performance of essential airport vehicle components
carry out checks on essential airport vehicle components
check functionality of airport vehicle components
ensure essential components of airport vehicles function correctly
perform inspections of airport vehicle components
perform airport vehicle component inspections",,,"Check the functionality of essential components of airport vehicles and equipment such as brakes, controls, tires, and lights before releasing them for operations.",,,
,"measure the passage of time accurately
keep time meticulously
meticulously keep time
have good timekeeping
effectively measure the passing of time
accurately keep time
measure the passage of time effectively
keep time precisely
ensure effective timekeeping
ensure good timekeeping
precisely keep time",,,"Measure the passage of time, often with the assistance of a clock or stopwatch.",,,
,"design the digital interface of gambling games
design the interface of lottery games digitally
design gambling games' digital interface
design the digital outlook of games
create the digital interface of betting games",,,"Create the digital outlook of gambling, betting and lottery games to make them appealing to the audience.",,,
,"monitor safety of amusement park
observe visitors' behaviour to ensure safety
ensure amusement park safety
monitor safety in an amusement park",,,Follow up activities to ensure permanent safety and decent behaviour of park visitors; remove unruly visitors if needed.,,,
,"use shorthands
using shorthands
employ shorthand
utilize shorthand",,,Apply shorthand as a method to capture spoken words into written form. Use shorthands in written texts to reflect acronyms and relevant information required to be expressed in such fashion.,,,
,"keep an up-to-date to computer trend
save up-to-date to computer trends
keeping up-to-date to computer trends
retain up-to-date to computer trends
store up-to-date to computer trends
hold up-to-date to computer trends",,,"Stay aware of the current developments and trends in computer hardware, software and peripherals.",,,
,"choose suitable costume
selecting costumes
choose stage costume
select a costume",,,Find the right costume for a certain role and actor.,,,
,"employ threading techniques
utilize threading techniques
use threading
using threading techniques
employ threading methods
utilize threading methods
use threading technique",,,Remove hair by rolling a thin doubled cotton or polyester thread over areas of unwanted hair and plucking the hair at the follicle level.,,,
,"suggest techniques to mitigate speech impairment
counsel patient on improving speech
instruct clients on techniques to improve speech
inform patients on possibilities to improve speech",,,Counsel and instruct clients in techniques to mitigate speech impairment such as sign language or lip-reading.,,,
,"promote awareness on issues important for the local community
raise awareness on issues important for the local community
increase awareness of important local issues
raise awareness on issues important to the local community
raise awareness on important local issues
conduct awareness raising activities on issues important to the local community
increase awareness of issues important for the local community
develop and implement activities to promote awareness of significant local issues
promote awareness on important local issues
perform awareness raising activities on issues important to the local community
develop and implement programmes to increase awareness of issues significant for the local community
develop and implement programmes to increase awareness of significant local issues",,,"Intervene and implement programs or activities that raise awareness of issues relevant for the respective local community, such as social or economic inequality, gender issues, violence, and drug abuse.",,,
,"foster youth independence
support youth autonomy
support youth choices
support youth independence
support choices of young people",,,"Support young people's choices, showing respect and reinforcing their autonomy, self-esteem and independence.",,,
,"handle horse and conduct dental procedures
handle horses in order to perform dental operation
handle horses in order to conduct dental procedures
handle horses in order to administer dental procedures
conduct safely dental procedure on horse
handle horses while carrying out dental procedures
handle horses safely during dental procedure
handle horse while treeting its teeth
handle horses in order to perform dental operations",,,"Handle, position and immobilise horses safely for dental procedures.",,,
,"dealing with challenging situations in fishery operations
challenging situations handling in fishery operations
handle challenges in fishery operations
coping with challenging situations in fishery operations
deal with challenging situations in fishery operations
handling challenging situations in fishery operations
cope with challenging situations in fishery operations
handling challenges in fishery operations",,,Cope with and face harsh circumstance at sea by keeping pre-set goals and deadlines in mind. Tackle frustations such as the loss of revenue and catch.,,,
,"types of herbicides
range of herbicides
health impact of herbicides
impact of herbicides
environmental impact of herbicides
typology of herbicides
effects of herbicides
characteristics of herbicides",,,Types of chemical characteristics of herbicides and their adverse human and environmental effects.,,,
,"execute information security audits
execute IT security audits
execute cyber security audits
execute ICT security audits",,,"Organise and execute audits in order to evaluate ICT systems, compliance of components of systems, information processing systems and information security. Identify and collect potential critical issues and recommend solutions based on required standards and solutions.",,,
,"collaborate with a librarian of music
work with librarians
communicate with music librarians
collaborate together with music librarians",,,Communicate and work together with music librarians to ensure permanent availability of scores.,,,
,"circular force
a centrifugal force
rotating force
centrifugal forces
circulating force",,,Apparent force that draws a rotating body away from the centre of rotation. Application to machines that use centrifugal forces.,,,
,"managing account department
direct account department
oversee account department
manage accounts department
manage account departments",,,Oversee the operations of account representatives who act as intermediaries between the client and their creative and media services departments. Make sure the client's needs and objectives are met.,,,
,"make sense of written Polish
comprehend written Polish
understand Polish writing
read Polish
interpret written Polish",,,Read and comprehend written texts in Polish.,,,
,"adjust wearing apparel
alter clothing
alter garments
adjust garments
repair wearing apparel
fit clothing
adjust clothing
fit garments
wearing apparel alteration
repair garments
repair clothing
fit wearing apparel",,,Alter wearing apparel repairing or adjusting it to the clients/manufacturing specifications. Perform altering by hand or using equipment.,,,
,"perform dunning actions
perform dunning
perform dunning activity
performing dunning activities
conduct dunning activities",,,"Send letters or make phone calls to methodically remind individuals about actions they are requested to take by a set deadline. Use a firmer tone as the due date approaches or passes. If there is an automated dunning process, make sure it runs properly.",,,
,"supervisor advising
giving advice to supervisors
advising supervisors
supervisors advising
give advice to supervisors
reporting to supervisors
report to supervisors",,,"Advise supervisor of problems, changes, or suggestions for more effective regulation practice or development activity.",,,
,"keep stage weapons safely stored
keep stage weapons stored
storing stage weapons
store weapons used on stage",,,Safely and systematically store weapon props.,,,
,"dismantling concrete forms
dismantle concrete forms
concrete formwork removal
removing concrete forms
removal of concrete forms
removing concrete formwork
dis-assemble concrete forms
removal of concrete formwork
concrete form removal
dis-assembling concrete forms",,,"Remove concrete forms after the concrete has cured fully. Recuperate materials if possible, cleaning it and taking the right steps to store it for later reuse.",,,
,"communicate to superintendent
make known to supervisor
let know superintendent
report to superintendent
inform supervisor
tell supervisor
give notice to superintendent",,,Report problems or incidents to the supervisor in order to find solutions to problems.,,,
,"record of death
record death
chronicle death
inform of death
evidence death
register of death",,,Check if the description why the person died is in order. Question someone who was close to the person who died such as a family member in order to enter the obtained information on the death certificate.,,,
,"problem-solving with ICT hardware and tools
resolving issues with ICT tools and hardware
problem-solving with information and communication technologies tools and hardware
finding solutions with ICT tools and hardware
ICT tools and hardware problem solving
problem-solve with ICT tools and hardware",,,"Identify digital needs and resources, make informed decisions on most appropriate digital tools according to the purpose or need, solve conceptual problems through digital means, creatively use technologies, solve technical problems, update own and other's competence.",,,
,"hand tools using in forestry
using hand tools for green wood trades and coppicing
hand tools using for forestry work
using hand tools in forestry
use hand tools in forestry
using hand tools in green wood trades
hand tools using for green wood trades and coppicing
use hand tools for green wood trades and coppicing
use hand tools in green wood trades
hand tools using in green wood trades
using hand tools for forestry work",,,Identify and use the tools required for the specific green wood trades and coppicing task. Work in a safe and effective manner.,,,
,"provide outstanding customer service
ensure customers receive an exceptional service
deliver outstanding service to customers
ensure customers receive outstanding service
provide outstanding service to customers
ensure customers receive an outstanding service
provide outstanding service
supply outstanding customer service
exceed customer expectations in service provision
exceed customer expectations in the provision of services
deliver outstanding customer service",,,Provide outstanding customer service by exceeding customer expectations; establish reputation as an exceptional service provider.,,,
,"support social service user to preserve independence in daily activities
assist service users in daily activities
encourage service users to carry out daily activities independently
encourage social service users to preserve their independence in daily activities
support social service users in preserving independence in daily activities
encourage social service user to preserve independence in daily activities
encourage social service users to perform daily activities independently",,,"Encourage and support the service user to preserve independence in performing his/her daily activities and personal care, assisting the service user with eating, mobility, personal care, making beds, doing laundry, preparing meals, dressing, transporting the client to doctor`s appointments, and helping with medications or running errands.",,,
,foundations of mathematical physics,,,The interdisciplinary field between mathematics and physics that deals with the mathematical foundations of theoretical physics. It addresses issues in quantum mechanics and atomic and molecular physics.,,,
,"diagnose musculo-skeletal conditions
identify orthopaedic injuries or diseases
identify musculoskeletal conditions
diagnose muscular and skeletal conditions
analyse musculoskeletal conditions",,,"Identify the patient`s orthopaedic injuries such as fractures, dislocations, torn ligaments, sprains, and strains, tendon injuries, pulled muscles, ruptured disks, sciatica, low back pain, and scoliosis, arthritis and osteoporosis, bone tumours, muscular dystrophy and cerebral palsy, club foot and unequal leg length, abnormalities of the fingers and toes and growth abnormalities.",,,
,"supervise reorder points
control of reorder points
manage reorder points
control a reorder point
direct reorder points
oversee reorder points",,,Determine the level of inventory which triggers an action to replenish stock of each material. This level is called the reorder point or ROP.,,,
,"selling art
deal art
barter artwork
artwork selling
sell artwork
trade art
selling artwork
market artwork
trade artwork
dispose of artwork
sales of artwork",,,"Secure and sell pieces of art in different markets. Negotiate prices, liaise with art dealers, and prevent from acquiring counterfeit art pieces.",,,
,"operate with blacksmiths and farriers appliances and tools
perform with blacksmiths and farriers appliances and tools
labour with blacksmiths and farriers appliances and tools
toil with blacksmiths and farriers appliances and tools
perform with blacksmithing hand tools
operate with blacksmithing hand tools
labour with blacksmithing hand tools
toil with blacksmithing hand tools",,,"Work with hammers, chisels, anvils, tongs, vises, forges, and others to create hand-made metal products by performing blacksmithing operations.",,,
,"manage production of footwear
plan footwear and leatherwear production
manage production of footwear and leatherwear
manage footwear and leather goods production
plan footwear and leather goods production
plan the production of footwear and leather goods
manage footwear production
manage leather goods production
plan the production of footwear and leatherwear
manage production of leather goods",,,"Plan the production of footwear or leather goods according to the company’s objectives, deadlines and available resources. Distribute, coordinate and control all activities and the various production phases using information from technical sheets and organisation and methods. Strive to optimise quality, productivity and safety. Collaborate with all linked departments. Report on production, quality, productivity deviations and propose corrective measures.",,,
,"make drum components
construct drum components
build drum components
produce a drum component
erect drum components
producing drum components",,,"Choose the appropriate materials and tools, and build the different drum parts such as the shell, the top and bottom hoops, the top and bottom heads, and tension rods.",,,
,"apply design principles for cloud data architecture
develop cloud database design
apply design principles for cloud database design
design automated cloud databases
design cloud data architecture",,,"Apply design principles for an adaptive, elastic, automated, loosely coupled databases making use of cloud infrastructure. Aim to remove any single point of failure through distributed database design.",,,
,"set risk guidelines
define risk strategy
create risk management policies
establish risk protocols",,,Define the extent and kinds of risks an organisation is willing to take in pursuing its objectives based on the organisation’s ability to absorb losses and the rate of return it seeks from its operations. Implement concrete risk tactics to achieve that vision.,,,
,"monitor stock of biomedical equipment
keep track of biomedical equipment stock
oversee biomedical equipment stock
check biomedical equipments stock
control biomedical equipment stock",,,"Keep track of the day-to-day biomedical equipment usage. Maintain stock levels and records, such as blood transfusion stock levels.",,,
,"apprise quality of services
check condition of services
appraise condition of services
appraise quality of services
check quality of services
apprise condition of services
determine quality of services
determine condition of services",,,Test and compare various goods and services in order to assess their quality and to give detailed information to consumers.,,,
,"arrange for transport of organised tours
coordinate group transport
organize transportation of tour groups
organise tour group's transportation
organise transport for tour group",,,Arrange the rent of cars or buses for groups and schedule timely departures and returns.,,,
,"use metal overlapping machines
use nibbling equipment
run nibbling equipment
work nibbling equipment
utilise nibbling equipment
run metal overlapping machines
work metal overlapping machines
utilise metal overlapping machines",,,"Operate metalworking equipment designed for the nibbling processes of punching overlapping notches into metal workpieces, such as powered tin snips, an electric nibbling drill, and others.",,,
,"rollers operating
setting up the operating rollers
rollers setting up
roller operating
roller setting up
operating rollers
set-up the rollers",,,"Operate the rollers to bond the plies and tread. Set-up the ply stitcher rollers, ensuring they are according to the specified width of stock.",,,
